,id,title,specs,author,link
5,ILLU_11543_180_0,"
            Berthe Morisot au bouquet de violettes
          ","
            Huile sur toile | 550 x 400mm | 1872
          ","
      Édouard Manet
    ",https://fr.wikipedia.org/wiki/Berthe_Morisot_au_bouquet_de_violettes
6,ILLU_11562_167_0,"
            Woman with Hat, Head
          ","
            Chalk, ink, paper | 1882
          ","
      Vincent van Gogh
    ",
7,ILLU_11567_249_0,"
            Portrait of Marie Cezanne, the Artist's Sister
          ","
            Oil on canvas | 1867
          ","
      Paul Cézanne
    ",
8,ILLU_11572_358_0,"
            Portrait of Margherita
          ","
            Oil on canvas | 73 x 50cm | 1916
          ","
      Amedeo Modigliani
    ",https://commons.wikimedia.org/wiki/File:Amedeo_Modigliani_031.jpg
9,ILLU_11572_359_0,"
            Flower vendor
          ","
            Oil on canvas | 116.5 x 93.3cm | 1919
          ","
      Amedeo Modigliani
    ",
10,ILLU_11572_362_0,"
            Doctor Devaraigne
          ","
            Oil on canvas | 55 x 46cm | 1917
          ","
      Amedeo Modigliani
    ",
11,ILLU_11573_403_0,"
            Project for Portraits in a Frieze - Three Women
          ","
            1879
          ","
      Edgar Degas
    ",
12,ILLU_11577_58_0,"
            Music in the Tuileries Gardens
          ","
            Oil on canvas | 76.2 x 118.1cm | 1862
          ","
      Edouard Manet
    ",https://www.nationalgallery.org.uk/paintings/edouard-manet-music-in-the-tuileries-gardens
13,ILLU_11579_131_0,"
            Le Lit
          ","
            Huile sur carton | 54 x 70.5cm | 1893
          ","
      Henri de Toulouse-Lautrec
    ",https://fr.wikipedia.org/wiki/Le_Lit_(Toulouse-Lautrec)
14,ILLU_11584_214_0,"
            Oysters
          ","
            Oil on canvas | 39.2 x 46.8cm | 1862
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:%C3%89douard_Manet_-_Oysters.jpg
15,ILLU_11592_59_0,"
            La Vieille Route à Auvers-sur-Oise
          ","
            Huile sur toile | 46 x 55.5cm | 1872 and 1873
          ","
      Paul Cézanne
    ",https://commons.wikimedia.org/wiki/File:La_Vieille_Route_%C3%A0_Auvers-sur-Oise%2C_par_Paul_C%C3%A9zanne%2C_FWN_69.jpg?uselang=fr
16,ILLU_11881_439_0,"
            Diego Martelli (1839 - 1896)
          ","
            Oil on canvas | 110.4 x 99.8cm | 1879
          ","
      Edgar Degas
    ",
17,ILLU_11892_30317_1,"
            Seashore with a Fisherman
          ","
            Oil on canvas | 33.5 x 51cm | c. 1807
          ","
      Caspar David Friedrich
    ",https://sammlung.belvedere.at/objects/2496/meeresstrand-mit-fischer
18,ILLU_11996_1612_1,"
            Chestnut Trees at Jas de Bouffan
          ","
            Oil on canvas | 28 x 35.5in | c. 1885-1886
          ","
      Paul Cézanne
    ",https://collections.artsmia.org/art/802
19,ILLU_11999_126_1,"
            Gentleman of the Trivulzio Family
          ","
            Oil on wood panel | 42.9 x 29.1 x 0.7in | 1450 and 1528
          ","
      Bernardino dei Conti
    ",https://www.dia.org/art/collection/object/gentleman-trivulzio-family-41245
20,ILLU_12182_210_2,"
            Les joueurs de Rugby
          ","
            
          ","
      André Lhote
    ",
21,ILLU_12196_2406_0,"
            The Plumed Hat
          ","
            Oil on canvas | 47.7 x 38.1cm | 1919
          ","
      Henri Matisse
    ",https://www.nga.gov/collection/art-object-page.46643.html
22,ILLU_12197_3804_0,"
            Decorative Figure on an Ornamental Background
          ","
            1925
          ","
      Henri Matisse
    ",
23,ILLU_12245_2504_0,"
            Portrait of Levinus Memminger
          ","
            Huile sur panneau | 34 x 23cm | c. 1485
          ","
      Michael Wolgemut
    ",https://commons.wikimedia.org/wiki/File:Michael_Wolgemut_-_Portrait_of_Levinus_Memminger_-_WGA25862.jpg?uselang=fr
24,ILLU_12438_160_0,"
            Route de Versailles, Louveciennes
          ","
            Huile sur toile | 59.8 x 73.5cm | 1872
          ","
      Camille Pissarro
    ",https://commons.wikimedia.org/wiki/File:Camille_Pissarro_-_La_route_de_Louveciennes_-_Mus%C3%A9e_d%27Orsay.jpg
25,ILLU_12559_478_1,"
            His at&nbsp;Suresne
          ","
            Oil on canvas | 46 x 61cm | 1874
          ","
      Alfred Sisley
    ",
26,ILLU_12638_426_1,"
            A Romanian
          ","
            
          ","
      Roger de La Fresnaye
    ",
27,ILLU_12641_254_0,"
            Woman at a Fountain
          ","
            Oil on canvas | 1901
          ","
      Pablo Picasso
    ",
28,ILLU_12655_162_1,"
            Lady in Pink
          ","
            940 x 750mm | 1879-1881
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:%C3%89douard_Manet_-_Lady_in_Pink_-_Google_Art_Project.jpg
29,ILLU_12656_466_0,"
            Frédéric Bazille peignant à son chevalet
          ","
            Huile sur toile | 105 x 73.5 x 105cm | 1867
          ","
      Pierre-Auguste Renoir
    ",https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Bazille_peignant_%C3%A0_son_chevalet
30,ILLU_12659_48_2,"
            The harbour at Bordeaux
          ","
            Oil on canvas | 63 x 100cm | 1871
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:Edouard_Manet_026.jpg
31,ILLU_12659_49_1,"
            The Boy in the Red Vest
          ","
            Oil on canvas | 79.5 x 64cm | 1889
          ","
      Paul Cézanne
    ",https://en.wikipedia.org/wiki/The_Boy_in_the_Red_Vest
32,ILLU_12659_56_0,"
            The Card Players
          ","
            Oil on canvas | 65.4 x 81.9cm | 1890-92
          ","
      Paul Cézanne
    ",https://www.metmuseum.org/art/collection/search/435868
33,ILLU_12660_506_0,"
            View of Fort Samson
          ","
            Oil on canvas | 65 x 81.5cm | 1885
          ","
      Georges Seurat
    ",
34,ILLU_12665_505_0,"
            Landscape at Mornex, Haute Savoie
          ","
            Oil on canvas | 40 x 61.5cm | 1842
          ","
      Jean-Baptiste Camille Corot
    ",
35,ILLU_12768_290_0,"
            Portrait of Margurite sleeping
          ","
            1920
          ","
      Henri Matisse
    ",
36,ILLU_12768_291_0,"
            Interior with Phonograph
          ","
            Oil on canvas | 1924
          ","
      Henri Matisse
    ",
37,ILLU_13068_117_0,"
            Coal cars
          ","
            Oil on canvas | 42 x 65.5cm | 1822
          ","
      Theodore Gericault
    ",
38,ILLU_13068_120_0,"
            Bowl with Sunflowers, Roses and Other Flowers
          ","
            Oil on canvas | 50 x 61cm | 1886
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Vincent_Willem_van_Gogh_123.jpg
39,ILLU_13258_254_0,"
            Maternité
          ","
            Peinture à l'huile, Toile (matériau) | 131.5 x 97.5cm | En 1903
          ","
      Eugène Carrière
    ",https://parismuseescollections.paris.fr/node/226374
40,ILLU_13260_598_0,"
            Ave Maria a Trasbordo
          ","
            
          ","
      Giovanni Segantini
    ",
41,ILLU_13260_604_0,"
            The Girls on the Bridge
          ","
            Oil on canvas | 136 x 125cm | c. 1901
          ","
      Edvard Munch
    ",https://commons.wikimedia.org/wiki/File:Munch_Girls_on_the_pier.jpg
42,ILLU_13264_194_0,"
            The Scarlet Ribbon
          ","
            Oil on canvas | 116.2 x 88cm | 1906
          ","
      Théo Van Rysselberghe
    ",
43,ILLU_13281_322_0,"
            The Bridge over the Seine
          ","
            1874
          ","
      Claude Monet
    ",
44,ILLU_13281_323_0,"
            Te tamari no atua
          ","
            1896
          ","
      Paul Gauguin
    ",
45,ILLU_13281_327_0,"
            Dolomite Landscape: Tre Croci
          ","
            Oil | 1913
          ","
      Oskar Kokoschka
    ",
46,ILLU_13287_18_0,"
            Tropical Forest with Apes and Snake
          ","
            Oil on canvas | 1910
          ","
      Henri Rousseau
    ",
47,ILLU_13292_313_0,"
            L'Arlésienne: Madame Joseph-Michel Ginoux (Marie Julien, 1848–1911)
          ","
            Oil on canvas | 91.4 x 73.7cm | 1888-89
          ","
      Vincent van Gogh
    ",https://www.metmuseum.org/art/collection/search/436529
48,ILLU_13296_249_0,"
            Head of woman
          ","
            Pastel on paper | 63.5 x 50cm | 1921
          ","
      Pablo Picasso
    ",
49,ILLU_13297_322_0,"
            Falling Leaves
          ","
            Pastel and conté crayon on wove paper | c. 1866
          ","
      Jean-François Millet
    ",https://www.nga.gov/collection/art-object-page.168822.html
50,ILLU_13322_283_0,"
            Seated woman (Olga)
          ","
            Oil on canvas | 100 x 81cm | 1920
          ","
      Pablo Picasso
    ",
51,ILLU_13341_170_0,"
            Young girl
          ","
            1925
          ","
      André Derain
    ",
52,ILLU_13345_141_0,"
            Boy blowing bubbles
          ","
            Oil on canvas | 100.5 x 81.4cm | 1867
          ","
      Édouard Manet
    ",https://en.wikipedia.org/wiki/Boy_Blowing_Bubbles
53,ILLU_13363_320_0,"
            Young shepherd in repose (Alexander Thurneysson)
          ","
            Oil on canvas | 1911
          ","
      Auguste Renoir
    ",
54,ILLU_13408_304_0,"
            Sleep
          ","
            Oil on canvas | 130 x 97cm | 1932
          ","
      Pablo Picasso
    ",
55,ILLU_14254_188_0,"
            Siblings
          ","
            Oil on canvas | 1930
          ","
      Paul Klee
    ",
56,ILLU_14295_134_0,"
            A Young Woman
          ","
            1875
          ","
      Auguste Renoir
    ",
57,ILLU_14300_166_0,"
            Portrait&nbsp;of&nbsp;the couple&nbsp;Sisley
          ","
            Oil on canvas | 75 x 105cm | 1868
          ","
      Auguste Renoir
    ",
58,ILLU_14300_167_1,"
            Riders on the beach II
          ","
            Oil on canvas | 1902
          ","
      Paul Gauguin
    ",
59,ILLU_14311_285_0,"
            Basket with Oranges
          ","
            94 x 83cm | 1913
          ","
      Henri Matisse
    ",
60,ILLU_14313_367_2,"
            Violin and ink bottle on a table
          ","
            1913
          ","
      Juan Gris
    ",
61,ILLU_14326_478_1,"
            VERA MINT
          ","
            1930
          ","
      Cassandre
    ",
62,ILLU_14351_140_3,"
            Spring
          ","
            Oil on canvas | 46.7 x 23.6in | 1877
          ","
      Alfred Stevens
    ",https://www.clarkart.edu/ArtPiece/Detail/Spring-(1)
63,ILLU_14364_384_1,"
            Dent du Midi
          ","
            1910
          ","
      Oskar Kokoschka
    ",
64,ILLU_14374_65_1,"
            The Execution of the Emperor Maximilian of Mexico
          ","
            Lithography | 33.5 x 43.5cm | 1868
          ","
      Édouard Manet
    ",
65,ILLU_14377_348_0,"
            Cadet From Saint-Cyr
          ","
            Oil on wood | 1884
          ","
      Georges Seurat
    ",
66,ILLU_14415_52_2,"
            Plantation d'un Calvaire
          ","
            1858
          ","
      Jules Breton
    ",
67,ILLU_14489_127_0,"
            Portrait of Josephine Gaujelin
          ","
            Oil on canvas | 35 x 26.5cm | 1867
          ","
      Edgar Degas
    ",
68,ILLU_14489_129_1,"
            The Luncheon
          ","
            1868
          ","
      Claude Monet
    ",https://commons.wikimedia.org/wiki/File:The_Luncheon_by_Claude_Monet_-_St%C3%A4del_-_Frankfurt_am_Main_-_Germany_2017.jpg
69,ILLU_14920_1_0,"
            Venus with the Organ Player
          ","
            Oil on canvas | 115 x 210cm | c. 1550
          ","
      Titian
    ",https://commons.wikimedia.org/wiki/File:Tizian_-_Venus_with_the_Organ_Player_%28Gem%C3%A4ldegalerie_Berlin%29_-_Google_Art_Project.jpg
70,ILLU_14952_63_3,"
            The Сity
          ","
            230.5 x 297cm | 1919
          ","
      Fernand Léger
    ",
71,ILLU_14954_265_0,"
            Grazing Horses IV (The Red Horses)
          ","
            120.97 x 182.88cm | 1911
          ","
      Franz Marc
    ",
72,ILLU_14976_365_1,"
            At the Milliner's (La Modiste)
          ","
            Oil on canvas | 85.1 x 73.7cm | 1881
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:%C3%89douard_Manet_-_La_modiste.jpg
73,ILLU_14977_293_2,"
            Luncheon in the Studio
          ","
            Oil on canvas | 118 x 153.9cm | 1868
          ","
      Édouard Manet
    ",https://en.wikipedia.org/wiki/Luncheon_in_the_Studio
74,ILLU_14977_297_2,"
            View of Arles, Flowering Orchards
          ","
            Oil on canvas | 72 x 92cm | 1889
          ","
      Vincent van Gogh
    ","https://en.wikipedia.org/wiki/View_of_Arles,_Flowering_Orchards"
75,ILLU_14981_389_0,"
            Portrait of Zacharie Astruc
          ","
            Oil on canvas | 90 x 116cm
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:Zacharie_Astruc.JPG
76,ILLU_14989_120_1,"
            The Baptism of Christ
          ","
            Oil on canvas | 538 x 465cm | 1581
          ","
      Le Tintoret
    ",
77,ILLU_15062_9_0,"
            The Duo
          ","
            Oil on canvas | 81.9 x 59cm | Paris, winter 1914-15
          ","
      Giorgio de Chirico
    ",
78,ILLU_15405_335_0,"
            Portrait of a Bearded Man in a Red Hat
          ","
            Oil on canvas | 1520
          ","
      Albrecht Dürer
    ",
79,ILLU_15678_35_0,"
            Portrait of a Saxon noblewoman as Mary Magdalene
          ","
            Oil on wood | 47 x 30cm | 1525
          ","
      Lucas Cranach l'Ancien
    ",
80,ILLU_15678_40_0,"
            Nativity and Concert of Angels from the Isenheim Altarpiece (central panel)
          ","
            Oil on panel | 1516
          ","
      Matthias Grünewald
    ",
81,ILLU_15680_62_1,"
            The Body of the Dead Christ in the Tomb
          ","
            Oil on wood | 30.5 x 200cm | 1521
          ","
      Hans Holbein le Jeune
    ",
82,ILLU_15689_86_0,"
            La cathédrale de Chartres
          ","
            Huile sur toile | 0.64 x 0.51 x 0.1m | 1830 , retouché en 1872
          ","
      Camille Corot
    ",https://donate.louvre.fr/particuliers/~mon-don
83,ILLU_15696_270_0,"
            La Descente de Croix
          ","
            2.27 x 2.27m
          ","
      Maître de saint Barthélémy
    ",https://donate.louvre.fr/particuliers/~mon-don
84,ILLU_15761_55_0,"
            George Moore in the Artist's Garden
          ","
            Oil on canvas | 54.6 x 45.1cm | c. 1879
          ","
      Edouard Manet
    ",https://www.nga.gov/collection/art-object-page.136019.html
85,ILLU_15795_138_0,"
            The Flax Barn at Laren
          ","
            Oil on canvas | 135 x 232cm | 1887
          ","
      Max Liebermann
    ",https://commons.wikimedia.org/wiki/File:Max_Liebermann_-_Flachsscheuer_in_Laren_-_Google_Art_Project.jpg
86,ILLU_15892_130_0,"
            Sensitive to cold
          ","
            Oil on canvas | 1894
          ","
      Anders Zorn
    ",
